model_name,dataset_name,num_train_samples,num_epochs,batch_size,fp16,pue,experiment_id,gpu_type,learning_rate,max_sequence_length,gradient_accumulation_steps,num_gpus,model_parameters,CO2_emissions(kg)
distilbert-base-uncased,imdb,5000,1,8,True,1.58,2f07dbde-7b8c-45c9-be0a-ebb332704bbd,Tesla T4,2e-05,512,1,1,66000000,0.001236525
distilbert-base-uncased,imdb,5000,1,16,True,1.58,1320af92-d560-4763-bdae-0da7cd0b351f,Tesla T4,2e-05,512,1,1,66000000,0.001028538
distilbert-base-uncased,imdb,5000,1,32,True,1.58,651f09ba-11d8-4bd5-a7f8-a8e99f11a285,Tesla T4,2e-05,512,1,1,66000000,0.001099949
distilbert-base-uncased,imdb,15000,1,8,True,1.58,2cf9b816-e561-4f62-b362-740103480fa5,Tesla T4,2e-05,512,1,1,66000000,0.004503954
distilbert-base-uncased,imdb,15000,1,16,True,1.58,3dce5aff-5c53-4049-9ee5-a672d3016f61,Tesla T4,2e-05,512,1,1,66000000,0.003524565
distilbert-base-uncased,imdb,15000,1,32,True,1.58,d50a905e-05c8-471c-8adf-f956228ed3da,Tesla T4,2e-05,512,1,1,66000000,0.003208853
distilbert-base-uncased,imdb,25000,1,8,True,1.58,42c5cfd1-152c-4abc-92d0-3d1031dd9c89,Tesla T4,2e-05,512,1,1,66000000,0.007149098
distilbert-base-uncased,imdb,25000,1,16,True,1.58,e6673a74-d025-4419-8906-b16d71e47bfa,Tesla T4,2e-05,512,1,1,66000000,0.006161978
distilbert-base-uncased,imdb,25000,1,32,True,1.58,92c22c20-69f0-4d00-b9ba-8afe264eb3fd,Tesla T4,2e-05,512,1,1,66000000,0.005423417
distilbert-base-uncased,sst2,67349,1,8,True,1.58,c18b844b-4d1c-4dd3-a330-0d7fde6eec29,Tesla T4,2e-05,512,1,1,66000000,2.44e-05
distilbert-base-uncased,sst2,67349,1,16,True,1.58,9d3aed4e-ca8c-4cd1-9923-9efd75889c8e,Tesla T4,2e-05,512,1,1,66000000,1.42e-05
distilbert-base-uncased,sst2,67349,1,32,True,1.58,bd657179-2c14-4e94-9d35-51b5823c5026,Tesla T4,2e-05,512,1,1,66000000,1.33e-05
distilbert-base-uncased,sst2,67349,1,8,True,1.58,9cc5ccc2-6e44-4aef-b551-0aa5dd265797,Tesla T4,2e-05,512,1,1,66000000,1.04e-05
distilbert-base-uncased,sst2,67349,1,16,True,1.58,c8e0cab8-f58a-400c-9218-a7eeb118cd20,Tesla T4,2e-05,512,1,1,66000000,1.05e-05
distilbert-base-uncased,sst2,67349,1,32,True,1.58,79b21dd0-59e0-4371-a797-4ced5afac540,Tesla T4,2e-05,512,1,1,66000000,1.05e-05
distilbert-base-uncased,sst2,67349,1,8,True,1.58,93e7a811-fd4f-4e3e-a072-31b4c41d37bf,Tesla T4,2e-05,512,1,1,66000000,1.21e-05
distilbert-base-uncased,sst2,67349,1,16,True,1.58,b84e8de0-983e-4da5-a51a-052f64fa74ff,Tesla T4,2e-05,512,1,1,66000000,1.05e-05
distilbert-base-uncased,sst2,67349,1,32,True,1.58,e86dc304-5a47-4ac6-b02d-543e8e0886a7,Tesla T4,2e-05,512,1,1,66000000,1.09e-05
bert-base-uncased,imdb,5000,1,8,True,1.58,ee5fb800-3e09-4c7e-be98-c8fbae1c7e3b,Tesla T4,2e-05,512,1,1,110000000,0.003005746
bert-base-uncased,imdb,5000,1,16,True,1.58,6ee656dd-c771-4a40-bf8c-09b59a621316,Tesla T4,2e-05,512,1,1,110000000,0.002220573
bert-base-uncased,imdb,5000,1,32,True,1.58,a9b4245e-fae1-4d0e-8c5e-de3839f772f2,Tesla T4,2e-05,512,1,1,110000000,0.002343812
bert-base-uncased,imdb,15000,1,8,True,1.58,a1c94ef7-4cbe-4a46-a4c8-e306d3a79e51,Tesla T4,2e-05,512,1,1,110000000,0.008809379
bert-base-uncased,imdb,15000,1,16,True,1.58,6fd5802c-11bf-4e48-bf59-ca5f34a37fae,Tesla T4,2e-05,512,1,1,110000000,0.006753794
bert-base-uncased,imdb,15000,1,32,True,1.58,a8bf3ad7-9502-4e87-984f-d592da974ac0,Tesla T4,2e-05,512,1,1,110000000,0.006389031
bert-base-uncased,imdb,25000,1,8,True,1.58,96b4f226-bd0e-4a5c-ac1f-4eea9d9d50c8,Tesla T4,2e-05,512,1,1,110000000,0.012847405
bert-base-uncased,imdb,25000,1,16,True,1.58,31538a0b-5cef-40a8-8a91-dae6aa957eb4,Tesla T4,2e-05,512,1,1,110000000,0.011247409
bert-base-uncased,imdb,25000,1,32,True,1.58,7183af11-8446-4ed7-8b4d-f23ecfe74e9f,Tesla T4,2e-05,512,1,1,110000000,0.010148881
bert-base-uncased,sst2,67349,1,8,True,1.58,b721178b-dd92-4e16-8027-647473e48748,Tesla T4,2e-05,512,1,1,110000000,1.45e-05
bert-base-uncased,sst2,67349,1,16,True,1.58,8cd2f75a-973d-4b5b-8c3b-afc7101f1a0d,Tesla T4,2e-05,512,1,1,110000000,1.03e-05
bert-base-uncased,sst2,67349,1,32,True,1.58,d10b3f5a-b117-49b4-95dd-20df9a250e4d,Tesla T4,2e-05,512,1,1,110000000,1.06e-05
bert-base-uncased,sst2,67349,1,8,True,1.58,a1c11c6c-551b-4eac-bc6c-21ec3fbdca2e,Tesla T4,2e-05,512,1,1,110000000,1.03e-05
bert-base-uncased,sst2,67349,1,16,True,1.58,a4d5a122-e7c7-4784-891a-052df3cf687f,Tesla T4,2e-05,512,1,1,110000000,1.04e-05
bert-base-uncased,sst2,67349,1,32,True,1.58,6e10244a-dd2b-4eea-bfe0-feefabc14126,Tesla T4,2e-05,512,1,1,110000000,1.02e-05
bert-base-uncased,sst2,67349,1,8,True,1.58,d2486748-4f57-4a36-b026-eb6c9092bffe,Tesla T4,2e-05,512,1,1,110000000,1.07e-05
bert-base-uncased,sst2,67349,1,16,True,1.58,d60e5c57-9c90-4dd1-ade5-f8ecafc457b4,Tesla T4,2e-05,512,1,1,110000000,1.24e-05
bert-base-uncased,sst2,67349,1,32,True,1.58,2e3def67-453a-40f7-bdea-670ebfec93b7,Tesla T4,2e-05,512,1,1,110000000,1.01e-05
distilbert-base-uncased,imdb,20000,1,16,True,1.58,a252c928-f34f-48ef-8cec-5b0bbd8ff009,Tesla T4,5e-05,128,1,1,66000000,0.002003801
distilbert-base-uncased,imdb,20000,1,16,True,1.58,afec31d6-c9cb-4f38-9b6b-f866aedb3915,Tesla T4,3e-05,128,1,1,66000000,0.002227099
distilbert-base-uncased,imdb,20000,1,16,True,1.58,e27a8ffc-26d5-4b06-8045-4238e49427be,Tesla T4,2e-05,128,1,1,66000000,0.002951177
distilbert-base-uncased,imdb,20000,1,16,True,1.58,dc048750-c9bc-4b18-ac23-2d83a5435dc1,Tesla T4,1e-05,128,1,1,66000000,0.002436826
distilbert-base-uncased,imdb,20000,1,32,True,1.58,68540cfc-2531-4d8c-a4b5-1c8023414303,Tesla T4,5e-05,128,1,1,66000000,0.002063275
distilbert-base-uncased,imdb,20000,1,32,True,1.58,9a1a1ce2-cbe0-4326-ac56-1183420d069f,Tesla T4,3e-05,128,1,1,66000000,0.00188661
distilbert-base-uncased,imdb,20000,1,32,True,1.58,05c20b67-8d85-44c4-913f-c0eabfa0a404,Tesla T4,2e-05,128,1,1,66000000,0.00187824
distilbert-base-uncased,imdb,20000,1,32,True,1.58,6f68bbc4-64b5-41ff-80d4-3d8d4d915010,Tesla T4,1e-05,128,1,1,66000000,0.001791729
distilbert-base-uncased,imdb,20000,1,16,True,1.58,5dc0e378-ccdb-44a0-ae5c-be947ad640b6,Tesla T4,5e-05,256,1,1,66000000,0.003565422
distilbert-base-uncased,imdb,20000,1,16,True,1.58,e37af653-4ad0-40d8-b1f7-e301251d7468,Tesla T4,3e-05,256,1,1,66000000,0.004291531
distilbert-base-uncased,imdb,20000,1,16,True,1.58,696dff88-96dd-4d01-b133-9e8a7afbaee5,Tesla T4,2e-05,256,1,1,66000000,0.003427606
distilbert-base-uncased,imdb,20000,1,16,True,1.58,d3a0b849-da2d-443d-99f4-ddbfca52b2a0,Tesla T4,1e-05,256,1,1,66000000,0.003570724
distilbert-base-uncased,imdb,20000,1,32,True,1.58,4f98d65d-d543-4ab5-b4dc-53e5349588eb,Tesla T4,5e-05,256,1,1,66000000,0.002475096
distilbert-base-uncased,imdb,20000,1,32,True,1.58,68a0a328-d7e3-4b41-841a-10e9e13a019b,Tesla T4,3e-05,256,1,1,66000000,0.00297131
distilbert-base-uncased,imdb,20000,1,32,True,1.58,3eba1159-e963-426a-b51f-e75cd643e2c0,Tesla T4,2e-05,256,1,1,66000000,0.002566562
distilbert-base-uncased,imdb,20000,1,32,True,1.58,fb409347-a8ca-4020-9c32-ecdeba9f3cfa,Tesla T4,1e-05,256,1,1,66000000,0.003246699
distilbert-base-uncased,imdb,20000,1,16,True,1.58,ea41145d-1813-4dfe-a63e-311ebb1f27ad,Tesla T4,5e-05,512,1,1,66000000,0.006619591
distilbert-base-uncased,imdb,20000,1,16,True,1.58,21e0dfe1-e5f1-4d90-bb18-91ca3790dfb5,Tesla T4,3e-05,512,1,1,66000000,0.006321126
distilbert-base-uncased,imdb,20000,1,16,True,1.58,26943edd-d72e-40b0-ac94-585f08e29995,Tesla T4,2e-05,512,1,1,66000000,0.006828238
distilbert-base-uncased,imdb,20000,1,16,True,1.58,e4155bfe-479a-4712-b0e3-f5e3373a0d49,Tesla T4,1e-05,512,1,1,66000000,0.006501987
distilbert-base-uncased,imdb,20000,1,32,True,1.58,e7041e72-08fb-43f3-bf41-b1bdf800d751,Tesla T4,5e-05,512,1,1,66000000,0.001116771
bert-base-uncased,imdb,30000,1,64,True,1.1,13c1dded-9bf1-41be-b235-c4782ef26afc,TPU v2-8,5e-05,128,1,1,110000000,4.3e-05
bert-base-uncased,imdb,30000,1,64,True,1.1,291ff923-c771-427c-ae62-6aa50d9fd512,TPU v2-8,3e-05,128,1,1,110000000,8.45e-07
bert-base-uncased,imdb,30000,1,64,True,1.1,30dd8547-f77b-4f50-80e4-0f693df900a6,TPU v2-8,5e-05,256,1,1,110000000,3.06e-05
bert-base-uncased,imdb,30000,1,64,True,1.1,c008d7b0-1d06-4062-ba3d-4f76015e3b7a,TPU v2-8,3e-05,256,1,1,110000000,1.06e-06
bert-base-uncased,imdb,30000,1,128,True,1.1,e33e3dd5-713b-4303-892d-e86c47c1c68d,TPU v2-8,5e-05,128,1,1,110000000,2.56e-05
bert-base-uncased,imdb,30000,1,128,True,1.1,8a81dade-1b06-45c8-8422-83ea362a41f0,TPU v2-8,3e-05,128,1,1,110000000,1.28e-06
bert-base-uncased,imdb,30000,1,128,True,1.1,2b513aeb-3f5b-4507-9bbe-24c597027cc3,TPU v2-8,5e-05,256,1,1,110000000,3.16e-05
bert-base-uncased,imdb,30000,1,128,True,1.1,25743c28-bbf6-4c02-a39b-08666832689c,TPU v2-8,3e-05,256,1,1,110000000,3.3e-05
roberta-base,imdb,30000,1,64,True,1.1,d600de6e-d139-41c9-9eaf-641ee4a66be2,TPU v2-8,5e-05,128,1,1,125000000,7.51e-05
roberta-base,imdb,30000,1,64,True,1.1,ca801d20-1da5-440d-a2a4-57bf85270f5e,TPU v2-8,3e-05,128,1,1,125000000,1.72e-06
roberta-base,imdb,30000,1,64,True,1.1,47060dbc-5b6f-478e-922b-3901013c27b8,TPU v2-8,5e-05,256,1,1,125000000,7.08e-05
roberta-base,imdb,30000,1,64,True,1.1,afc62f7a-1b8f-452d-a024-6eb66fed6d37,TPU v2-8,3e-05,256,1,1,125000000,2.04e-06
roberta-base,imdb,30000,1,128,True,1.1,da301035-716c-494d-98bf-debfb6634599,TPU v2-8,5e-05,128,1,1,125000000,3.48e-05
roberta-base,imdb,30000,1,128,True,1.1,7a3f2b7d-5320-405d-88ab-e6b443cad028,TPU v2-8,3e-05,128,1,1,125000000,2.28e-06
roberta-base,imdb,30000,1,128,True,1.1,355cd223-ba4c-4653-a0bb-ef9ac018b4d9,TPU v2-8,5e-05,256,1,1,125000000,4.09e-05
roberta-base,imdb,30000,1,128,True,1.1,d30fa668-1666-4c6a-8669-7e67f98fb147,TPU v2-8,3e-05,256,1,1,125000000,4.25e-05
t5-small,imdb,50000,1,32,True,1.1,18e48979-b272-4712-a80b-9a4b64961ace,TPU v2-8,2e-05,256,1,1,60000000,5.89e-05
t5-small,imdb,50000,1,32,True,1.1,e5b45f45-c37f-4712-a0f5-966e946c7798,TPU v2-8,2e-05,512,1,1,60000000,6.15e-05
t5-small,imdb,50000,1,64,True,1.1,7707ff5b-e391-404c-a180-f9482a14f61a,TPU v2-8,2e-05,256,1,1,60000000,1.55e-05
t5-small,imdb,50000,1,64,True,1.1,e0dfbe3f-36d0-43e6-9fca-5fecf124a493,TPU v2-8,2e-05,512,1,1,60000000,3.31e-05
t5-small,imdb,100000,1,32,True,1.1,5e39d2c5-37e7-4e0e-ba1d-e7a9b16226bf,TPU v2-8,2e-05,256,1,1,60000000,4.52e-05
t5-small,imdb,100000,1,32,True,1.1,dc07f96c-25ce-4b0a-be95-d8175a17452c,TPU v2-8,2e-05,512,1,1,60000000,4.71e-05
t5-small,imdb,100000,1,64,True,1.1,cc55765a-709e-4753-93eb-4891994c458b,TPU v2-8,2e-05,256,1,1,60000000,1.3e-06
t5-small,imdb,100000,1,64,True,1.1,c6eed572-87e4-4405-ab06-c6762be55a9b,TPU v2-8,2e-05,512,1,1,60000000,3.48e-05
t5-small,imdb,50000,1,32,True,1.1,45e536a8-d7fb-4f87-a4a9-b6d092787c0f,TPU v2-8,5e-05,256,1,1,60000000,4.51e-05
t5-small,imdb,50000,1,32,True,1.1,740fd23f-0ca0-4157-a6c1-dbc9fd53f6de,TPU v2-8,3e-05,256,1,1,60000000,8.62e-07
t5-small,imdb,50000,1,32,True,1.1,4941767a-1967-4f36-b577-063ff9777bca,TPU v2-8,1e-05,256,1,1,60000000,7.96e-07
t5-small,imdb,50000,1,32,True,1.1,919f7833-0c8e-4a12-a060-32ffb73416f7,TPU v2-8,5e-05,512,1,1,60000000,5.07e-05
t5-small,imdb,50000,1,32,True,1.1,4c2de0f1-b05e-479a-b303-2a5bf649d206,TPU v2-8,3e-05,512,1,1,60000000,1.09e-06
t5-small,imdb,50000,1,32,True,1.1,8b746ec1-8874-4d18-b30c-9a5d75920a1b,TPU v2-8,1e-05,512,1,1,60000000,1.11e-06
t5-small,imdb,50000,1,64,True,1.1,61ffe289-fc7c-425d-839b-805877cd4248,TPU v2-8,5e-05,256,1,1,60000000,1.65e-05
t5-small,imdb,50000,1,64,True,1.1,d506f5fc-5e75-4101-ad6c-cdf582559dc7,TPU v2-8,3e-05,256,1,1,60000000,1.27e-06
t5-small,imdb,50000,1,64,True,1.1,5a2f23fc-a8b3-425c-9197-feae8b2a1526,TPU v2-8,1e-05,256,1,1,60000000,1.16e-06
t5-small,imdb,50000,1,64,True,1.1,fafc1020-6f1c-4463-950b-e96ec03e26af,TPU v2-8,5e-05,512,1,1,60000000,3.35e-05
t5-small,imdb,50000,1,64,True,1.1,7927f92d-94cd-4d8a-88ca-6fc88ecbd9e9,TPU v2-8,3e-05,512,1,1,60000000,3.57e-05
t5-small,imdb,50000,1,64,True,1.1,f7645af3-33b3-44d1-97f1-252f63879287,TPU v2-8,1e-05,512,1,1,60000000,3.46e-05
t5-small,imdb,100000,1,32,True,1.1,b74d83c4-2d60-47da-a3d8-e8f267b26e23,TPU v2-8,5e-05,256,1,1,60000000,5.33e-05
t5-small,imdb,100000,1,32,True,1.1,dc1cfb99-ee9e-49aa-9bc7-eb59af9e6dd9,TPU v2-8,3e-05,256,1,1,60000000,1.3e-06
t5-small,imdb,100000,1,32,True,1.1,4eca5490-257c-4815-a498-6c4fc1bc46d1,TPU v2-8,1e-05,256,1,1,60000000,1.49e-06
t5-small,imdb,100000,1,32,True,1.1,d8c2f11f-d5a5-450e-806c-5682e7501fee,TPU v2-8,5e-05,512,1,1,60000000,4.75e-05
t5-small,imdb,100000,1,32,True,1.1,af058b81-43a5-4b6b-9efc-f6ff09d62180,TPU v2-8,3e-05,512,1,1,60000000,1.51e-06
t5-small,imdb,100000,1,32,True,1.1,c47fb6b9-2491-4152-8890-c7cc502d3d08,TPU v2-8,1e-05,512,1,1,60000000,1.51e-06
t5-small,imdb,100000,1,64,True,1.1,2a7a1496-3166-4071-be2b-2741f914333a,TPU v2-8,5e-05,256,1,1,60000000,1.43e-06
t5-small,imdb,100000,1,64,True,1.1,ed5d18dc-ce4c-44f8-a64a-41ba72740e54,TPU v2-8,3e-05,256,1,1,60000000,1.48e-06
t5-small,imdb,100000,1,64,True,1.1,6018e296-cc77-4ad9-b53b-713f99ff6b18,TPU v2-8,1e-05,256,1,1,60000000,1.5e-06
t5-small,imdb,100000,1,64,True,1.1,5bc5fbef-2529-4380-998a-fc752b60445b,TPU v2-8,5e-05,512,1,1,60000000,3.13e-05
t5-small,imdb,100000,1,64,True,1.1,68cc26af-d912-4481-94cb-5dcc7bcd6294,TPU v2-8,3e-05,512,1,1,60000000,4.17e-05
t5-small,imdb,100000,1,64,True,1.1,8099a1d7-683b-4c99-b2f1-fdef0ff5687f,TPU v2-8,1e-05,512,1,1,60000000,4.35e-05
distilbert-base-uncased,imdb,5000,1,8,True,1.58,f0112ece-bbd7-4cd3-a26a-69b38e254845,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,0.004392742
distilbert-base-uncased,imdb,5000,1,16,True,1.58,4275fd13-cc4c-4e41-a309-334b6c61d88a,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,0.004380329
distilbert-base-uncased,imdb,5000,1,32,True,1.58,72c505c7-e6b2-432f-823f-32c7dcc641af,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,0.004532224
distilbert-base-uncased,imdb,15000,1,8,True,1.58,c3a750d8-a00c-4029-8222-148154426712,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,0.013474583
distilbert-base-uncased,imdb,15000,1,16,True,1.58,217b0f84-aeeb-40ed-8aeb-8c3b060edcf0,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,0.013307643
distilbert-base-uncased,imdb,15000,1,32,True,1.58,e3e7a135-4887-4043-9011-09a0a3f1f1a9,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,0.013247806
distilbert-base-uncased,imdb,25000,1,8,True,1.58,5c444f06-e3cf-4e1a-9aee-f3a3c1ff0c4e,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,0.022520269
distilbert-base-uncased,imdb,25000,1,16,True,1.58,6a5b641e-a5d7-41e6-b519-226e40036e59,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,0.022527103
distilbert-base-uncased,imdb,25000,1,32,True,1.58,9ba93420-24dd-4fe0-88b6-a6b9484dc72b,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,0.021966664
distilbert-base-uncased,sst2,67349,1,8,True,1.58,e09c7f04-ddb0-473c-8f58-2cee85744549,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,5.11e-05
distilbert-base-uncased,sst2,67349,1,16,True,1.58,791bd20e-d11b-4381-9994-51ce68177fdf,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,2.24e-05
distilbert-base-uncased,sst2,67349,1,32,True,1.58,e4f07e94-05fb-442b-93ff-458e754a45c5,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,2.17e-05
distilbert-base-uncased,sst2,67349,1,8,True,1.58,76a97796-c05d-4b8e-b7ff-25dab32158ec,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,2.07e-05
distilbert-base-uncased,sst2,67349,1,16,True,1.58,168a262e-6b49-4904-b0b5-1b28bfa789f9,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,1.98e-05
distilbert-base-uncased,sst2,67349,1,32,True,1.58,35984209-3a46-4aed-ab23-468b2b797e57,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,1.86e-05
distilbert-base-uncased,sst2,67349,1,8,True,1.58,d413f909-2039-4611-9224-ebca8a63daac,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,2e-05
distilbert-base-uncased,sst2,67349,1,16,True,1.58,16eef7fc-b909-4ef8-b0bb-10d3a78eea28,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,1.96e-05
distilbert-base-uncased,sst2,67349,1,32,True,1.58,0e035675-ba1c-4432-b8d3-4aea6e8c3c5d,Tesla P100-PCIE-16GB,2e-05,512,1,1,66000000,2.1e-05
bert-base-uncased,imdb,5000,1,8,True,1.58,9233b946-bbf5-4077-9787-2fe93619e021,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,0.008906096
bert-base-uncased,imdb,5000,1,16,True,1.58,4c585f19-7cb9-4e58-9591-2672b6bb4183,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,2.6e-05
bert-base-uncased,imdb,5000,1,32,True,1.58,66dda423-0234-498d-9dd2-7bfbd50b11d4,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,2.06e-05
bert-base-uncased,imdb,15000,1,8,True,1.58,26c836a2-cf4d-4a5c-b84c-87cf8c22e7b3,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,0.000180352
bert-base-uncased,imdb,15000,1,16,True,1.58,ddb86927-58e3-416f-a270-b1bf5c694638,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,2.1e-05
bert-base-uncased,imdb,15000,1,32,True,1.58,1c16b2dc-5b6e-4ef1-b354-972b0cb54b85,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,1.97e-05
bert-base-uncased,imdb,25000,1,8,True,1.58,dd5f46ac-3e0c-4eed-b738-cf45bb08c95d,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,0.00021017
bert-base-uncased,imdb,25000,1,16,True,1.58,b72f8661-f5a6-418e-bec4-15c3319856c6,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,2.12e-05
bert-base-uncased,imdb,25000,1,32,True,1.58,3f12b32c-0fb2-4921-bd93-830a4706b157,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,1.89e-05
bert-base-uncased,imdb,30000,1,16,True,1.58,c6e49a7f-1fa6-402e-9971-3e2e39bc71af,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,0.021218393
bert-base-uncased,imdb,30000,1,16,True,1.58,d355920a-c2a4-4010-9258-938fef497a34,Tesla P100-PCIE-16GB,2e-05,512,2,1,110000000,0.020993595
bert-base-uncased,imdb,30000,1,16,True,1.58,b431f17d-5d27-4bbb-b5eb-e49344d2b330,Tesla P100-PCIE-16GB,2e-05,512,4,1,110000000,0.020818548
bert-base-uncased,imdb,30000,1,32,True,1.58,7c5edb9a-ffbe-48ec-8fa8-61774eb1a9f0,Tesla P100-PCIE-16GB,2e-05,512,1,1,110000000,0.020756185
bert-base-uncased,imdb,30000,1,32,True,1.58,c8ca1438-265f-41b8-a183-45fb4fc795e9,Tesla P100-PCIE-16GB,2e-05,512,2,1,110000000,0.020699495
bert-base-uncased,imdb,30000,1,32,True,1.58,6c9d7583-18db-4142-9fc7-135c59fa152b,Tesla P100-PCIE-16GB,2e-05,512,4,1,110000000,0.020756107
roberta-base,imdb,30000,1,16,True,1.58,16d9f2ab-57f1-4c73-9798-49b75c942d57,Tesla P100-PCIE-16GB,2e-05,512,1,1,125000000,0.02095759
roberta-base,imdb,30000,1,16,True,1.58,487fe678-32bc-435d-a430-85835d644c2d,Tesla P100-PCIE-16GB,2e-05,512,2,1,125000000,0.020829567
roberta-base,imdb,30000,1,16,True,1.58,a32029e3-bd90-4453-a21e-7cb1ecb406d8,Tesla P100-PCIE-16GB,2e-05,512,4,1,125000000,0.020575225
roberta-base,imdb,30000,1,32,True,1.58,2d244fdf-60bf-4920-9ded-2bb494d9ae01,Tesla P100-PCIE-16GB,2e-05,512,1,1,125000000,0.020684401
roberta-base,imdb,30000,1,32,True,1.58,3baeb956-1563-455e-be4e-a5946572c429,Tesla P100-PCIE-16GB,2e-05,512,2,1,125000000,0.020340567
roberta-base,imdb,30000,1,32,True,1.58,ab80473e-c052-4a32-8101-78e341a47628,Tesla P100-PCIE-16GB,2e-05,512,4,1,125000000,0.020725466
gpt2-xl,imdb,25000,60,1,True,1.58,1d24e5fb-4093-4730-a45a-d2edbee6f906,Tesla P100-PCIE-16GB,0.0002,256,20,1,1500000000,1.228980028
gpt2-xl,imdb,25000,55,1,True,1.58,3b39ef1a-1aa7-42a7-aaee-86971affaf23,Tesla P100-PCIE-16GB,0.0002,256,28,1,1500000000,1.226823533
gpt2-xl,imdb,25000,65,1,True,1.58,1889758d-c2c2-41f5-8726-e90c6ad1a362,Tesla P100-PCIE-16GB,0.0002,256,18,1,1500000000,1.798423866
gpt2-xl,imdb,25000,70,1,True,1.58,3ca7284a-0be1-4764-a3e0-2bbe23297e08,Tesla P100-PCIE-16GB,0.0002,256,22,1,1500000000,1.757034977
gpt2-xl,imdb,25000,80,1,True,1.58,3f67142e-5b49-40c7-9b9a-daa7ae51927c,Tesla P100-PCIE-16GB,0.0002,256,16,1,1500000000,0.600692743
gpt2-xl,imdb,25000,80,1,True,1.58,2cb09954-8aa6-479e-bf16-56a2b2291d02,Tesla P100-PCIE-16GB,0.0002,256,16,1,1500000000,1.281402702
gpt2-xl,imdb,25000,68,1,True,1.58,a9f1ae66-a7d6-447c-9605-fcae40d8ef0d,Tesla P100-PCIE-16GB,0.0002,256,20,1,1500000000,0.570669098
gpt2-xl,imdb,25000,62,1,True,1.58,8893817b-a82d-4f1c-94f1-6b0ad2cbfd98,Tesla P100-PCIE-16GB,0.0002,256,32,1,1500000000,2.540677105
gpt2-xl,imdb,25000,78,1,True,1.58,a1e92271-ec6d-43ec-8a2e-04fd06e6f4af,Tesla P100-PCIE-16GB,0.0002,256,14,1,1500000000,0.764310277
gpt2-xl,imdb,25000,58,1,True,1.58,9c28c64c-c1f6-4c16-a431-a44151075400,Tesla P100-PCIE-16GB,0.0002,256,36,1,1500000000,0.870849998
